summonerName,summonerLevel,rank,wins,losses,winRate,kills,deaths,assists,prefLane,campsKilled,minionsKilled,goldEarned,turretTakedowns,visionScore,dragonKills,longestTimeSpentLiving,totalDamageDealt,totalDamageTaken,gameDuration,gameStart
SaiYJjiN,423,IRON,9,16,0.36,8.76,9.88,16.32,NONE,4.68,43.04,12114.32,1,8.64,0,350.64,71323.64,726826,23.856,18.332
Girl Simulator,312,IRON,10,15,0.4,2.2,4.32,8.08,SUPPORT,0.2,31.44,7002.8,0,39.0,0,577.68,29906.0,378315,26.16333333333333,18.172
elenyiaa,400,IRON,9,16,0.36,5.64,6.16,10.76,JUNGLE,42.64,50.92,9895.44,1,9.36,0,446.84,105161.84,674931,23.659333333333333,12.676666666666668
 L I N Y O S ,681,IRON,7,18,0.28,10.04,5.24,6.04,JUNGLE,129.24,40.68,13255.2,1,15.44,1,708.24,227731.6,806921,28.74333333333333,13.19
IlPastore,459,IRON,10,15,0.4,6.48,6.88,8.6,ADC,1.28,109.72,10495.76,0,15.84,0,454.76,92428.28,476263,25.094,17.47533333333333
MUJIK,117,IRON,10,15,0.4,5.96,9.32,10.04,NONE,0.8,58.84,14382.32,1,2.88,0,218.56,74604.68,854272,22.11733333333333,14.904666666666666
littlebaguette,339,IRON,10,15,0.4,7.64,7.0,5.36,TOP,37.96,131.12,12177.72,1,13.88,0,582.88,149486.84,819283,30.776,14.552
AL3ZAND3R,259,IRON,10,15,0.4,6.04,6.44,4.6,MIDDLE,21.6,111.08,9993.76,1,8.12,0,499.48,121040.84,585253,27.17866666666667,16.785333333333334
krucialfeeling,299,IRON,12,13,0.48,4.68,6.84,8.64,MIDDLE,26.72,131.28,11408.92,1,26.36,0,727.96,149277.6,673960,33.73266666666667,12.392666666666663
codino90,274,IRON,9,16,0.36,4.84,7.72,7.12,TOP,8.6,136.96,11677.48,2,27.32,0,586.52,144009.76,801962,32.918,19.923333333333336
AD36STRO,230,IRON,6,19,0.24,5.64,7.52,9.8,JUNGLE,44.48,33.92,10335.52,0,11.4,0,443.8,99503.72,732809,26.428,16.080666666666666
Gaïaclès,134,IRON,9,16,0.36,6.24,6.16,10.12,MIDDLE,9.84,137.48,12213.28,1,11.76,0,708.72,139840.6,578420,28.442,10.602
Pasta 1a Vista,172,IRON,10,15,0.4,2.88,8.48,12.48,SUPPORT,0.56,38.8,9655.32,1,31.6,0,489.32,50195.8,526357,28.049333333333333,17.920666666666666
Zetronius,102,IRON,9,16,0.36,6.32,8.76,7.4,SUPPORT,50.8,61.48,10837.24,1,30.76,0,567.88,135444.28,717957,31.165333333333333,17.018
Irönside,844,IRON,10,15,0.4,6.36,5.8,8.56,ADC,14.76,134.04,11614.56,1,21.68,0,665.84,144011.8,553627,31.222666666666665,17.682666666666666
T0xicTrinity,123,IRON,12,13,0.48,4.76,7.28,16.2,SUPPORT,0.32,31.88,10320.36,1,20.72,0,469.08,38181.32,496546,25.831333333333337,17.035999999999998
DoctoR vids,95,IRON,8,17,0.32,4.48,7.52,7.16,SUPPORT,7.32,79.28,9390.08,1,19.8,0,391.16,76373.48,684165,26.088666666666665,18.962
TremendoPaco,96,IRON,12,13,0.48,4.44,6.08,9.92,TOP,13.08,127.84,11011.04,1,11.0,0,565.12,124242.12,683577,30.816666666666663,16.37
ignir93,329,IRON,8,17,0.32,7.04,7.88,7.36,MIDDLE,36.56,111.32,11978.84,1,13.84,0,583.52,137711.64,817194,31.69533333333333,13.899333333333336
Maro1928,682,IRON,10,15,0.4,2.72,4.04,3.88,JUNGLE,77.16,92.68,9639.08,1,16.64,0,609.84,181744.6,500309,25.78933333333333,17.968666666666664
Timmy41200,176,IRON,11,14,0.44,7.96,6.44,6.8,JUNGLE,84.08,62.44,11818.36,0,18.84,0,556.08,165661.32,747244,30.85533333333333,16.496666666666666
HCoreMGS,57,IRON,10,15,0.4,7.36,6.48,6.2,MIDDLE,14.84,177.16,12621.64,2,15.48,0,506.12,161178.76,676385,30.068666666666665,16.164666666666665
Kendrah,501,IRON,13,12,0.52,7.12,8.72,13.48,NONE,1.48,76.56,11257.96,1,18.2,0,416.88,76997.68,506482,24.8,17.254666666666665
THIS IS JOVAAANI,113,IRON,11,14,0.44,2.56,6.52,6.72,JUNGLE,69.76,55.6,8731.44,1,18.84,0,473.0,134938.16,569966,26.208,11.884
xMaystroo,94,IRON,14,11,0.56,7.6,8.96,10.36,JUNGLE,39.56,53.12,10963.12,1,12.64,0,380.68,111263.64,718681,26.584666666666667,12.067333333333332
CATASTRAPHIE,70,IRON,8,17,0.32,4.24,6.32,4.4,JUNGLE,86.04,63.6,10077.4,1,11.48,1,608.92,167143.8,689415,29.081333333333337,14.283333333333331
Georgikn,148,IRON,7,18,0.28,4.0,7.36,8.68,JUNGLE,57.08,33.12,10068.04,1,26.2,0,632.4,109160.16,814113,34.14866666666667,17.4
Commander05,181,IRON,13,12,0.52,4.76,7.76,7.24,SUPPORT,7.2,49.76,9172.88,0,28.6,0,508.36,59097.92,584682,28.78333333333333,14.942
crakattack,636,IRON,9,16,0.36,3.88,5.08,8.12,SUPPORT,1.08,58.04,8114.32,1,16.2,0,657.36,51800.64,345853,27.177333333333333,13.242
Susanoo Sama,549,IRON,11,14,0.44,7.12,5.64,6.4,MIDDLE,1.76,148.0,11251.44,2,25.64,0,528.96,121704.36,598632,28.344,17.692
00jose3,186,IRON,7,18,0.28,5.72,8.64,8.08,MIDDLE,1.68,124.36,10965.16,1,17.52,0,587.0,122422.84,625970,32.446666666666665,17.808
KHA333,41,IRON,10,15,0.4,4.32,6.44,6.44,TOP,21.32,111.28,10206.4,1,14.36,0,617.56,118397.36,773862,30.390666666666668,14.537333333333333
Iqu98,237,IRON,7,18,0.28,6.56,8.36,5.08,ADC,25.08,136.52,12009.04,2,15.88,0,474.48,150219.12,698846,30.396,13.084666666666667
fonsxoul,444,IRON,10,15,0.4,6.08,8.76,5.92,ADC,6.56,151.72,11835.68,1,17.92,0,440.36,144372.52,652407,31.796666666666667,11.066
aMuten02,82,IRON,9,16,0.36,3.8,5.48,8.52,TOP,30.28,85.44,10377.28,1,15.04,0,759.48,113032.84,737363,33.81933333333333,21.416
RotArrschPavian,374,IRON,10,15,0.4,4.48,5.76,5.32,ADC,1.92,172.8,10851.56,2,15.52,0,623.44,134260.32,402365,28.101333333333333,18.424666666666667
PEPthedog,272,IRON,6,19,0.24,3.28,7.04,12.0,SUPPORT,4.44,28.4,9875.6,0,41.44,0,492.52,40496.16,515157,25.402,17.759333333333334
lsoldê,365,IRON,9,16,0.36,7.16,5.56,14.52,ADC,3.68,87.32,11905.76,1,21.56,0,575.8,93466.96,489730,27.89933333333333,12.376666666666669
TEMUCIN54,177,IRON,8,17,0.32,4.32,8.44,6.88,JUNGLE,50.88,33.12,9047.76,0,20.12,0,496.84,104647.84,634987,30.256,14.052666666666664
SantosENP,192,IRON,10,15,0.4,3.76,6.88,6.44,JUNGLE,46.08,64.68,10839.76,1,30.36,0,503.68,121962.8,692475,28.575333333333333,13.365333333333332
abdo55,107,IRON,10,15,0.4,9.44,8.44,9.76,MIDDLE,3.52,107.56,12575.8,1,7.68,0,386.24,114633.36,741934,27.39466666666667,10.515333333333333
ECO AUDITORE,823,IRON,9,16,0.36,4.56,6.52,5.28,MIDDLE,47.68,98.92,9970.6,1,28.52,0,516.12,164978.8,482871,28.89733333333333,13.848
FunnyFurryFace,192,IRON,14,11,0.56,2.64,3.56,4.76,JUNGLE,86.52,15.28,7618.92,1,7.44,0,526.32,119791.96,509584,23.522,15.901333333333334
Amiga Banana,174,IRON,9,16,0.36,5.04,6.96,6.28,ADC,3.0,164.12,11626.28,1,14.84,0,657.96,135725.88,544666,30.299333333333333,14.881333333333334
alxxsd,41,IRON,6,19,0.24,6.96,10.72,11.48,ADC,23.12,92.2,12259.76,1,17.12,0,390.24,116191.76,745350,29.09,5.125333333333333
Ackebjorn,353,IRON,9,16,0.36,8.8,8.8,5.2,MIDDLE,6.6,173.32,12982.16,1,15.12,0,413.28,153983.8,792553,32.74,16.205333333333336
oXBloodymaryXo,123,IRON,7,18,0.28,2.32,7.56,4.16,TOP,8.72,99.4,8394.2,0,12.32,0,523.36,101158.64,554740,28.676666666666662,15.603333333333332
JonnyFve,46,IRON,9,16,0.36,6.84,6.08,9.32,ADC,13.84,135.76,12248.12,1,28.48,0,695.28,139262.68,583775,33.856,19.522666666666662
SnTx00,67,IRON,8,17,0.32,6.12,6.36,5.48,MIDDLE,15.12,84.2,8966.92,0,12.68,0,548.52,86288.64,692715,28.38,11.067333333333332
neutralmango,171,IRON,7,18,0.28,4.96,7.32,17.04,SUPPORT,1.12,65.48,11175.2,1,28.92,0,494.08,80886.2,618934,28.130666666666663,18.56066666666667
ElTexX,281,IRON,10,15,0.4,5.52,8.4,11.92,TOP,47.0,72.68,12334.32,1,17.36,0,513.84,133348.6,877594,30.807333333333336,14.052666666666664
hhfhryhufhgi,169,IRON,10,15,0.4,5.92,8.16,8.08,NONE,14.0,94.08,10708.24,1,2.8,0,393.16,103381.28,563360,23.39466666666667,15.316666666666666
lorenzoxv2,56,IRON,10,15,0.4,3.36,6.04,4.24,JUNGLE,71.8,32.2,8333.72,0,5.52,1,460.2,125670.08,650530,25.08533333333333,17.601999999999997
Pepsimann,164,IRON,10,15,0.4,3.2,5.96,5.96,JUNGLE,124.56,35.76,10062.6,0,27.04,1,617.0,198003.12,723651,29.703333333333333,16.702
zoroporro,494,IRON,10,15,0.4,6.8,9.44,17.64,MIDDLE,0.52,60.32,12396.4,1,5.44,0,310.24,66266.24,612830,22.78933333333333,18.01066666666667
ESTRELINHA2912,141,IRON,10,15,0.4,3.48,5.12,3.04,MIDDLE,25.44,61.56,7471.08,0,7.12,0,439.6,93445.36,453468,24.684666666666665,14.105333333333334
MissFdes,259,IRON,12,13,0.48,4.96,4.16,6.44,MIDDLE,1.6,90.12,8954.4,1,18.4,0,580.6,68058.2,462923,23.684666666666665,17.413333333333334
OUHMAMAA,47,IRON,6,19,0.24,4.64,7.08,7.08,ADC,3.2,130.48,10467.2,1,18.08,0,604.12,111547.0,542845,30.16466666666667,14.642
TheEnzz,70,IRON,10,15,0.4,3.76,7.72,6.24,ADC,4.52,91.08,8422.92,1,7.6,0,406.04,77064.52,474310,25.220666666666663,19.985333333333333
PenicoRosa,223,IRON,6,19,0.24,5.32,7.16,7.52,NONE,19.6,58.64,12429.4,0,11.64,0,373.12,95133.0,754663,23.494666666666667,8.684
JuanmiML12,93,IRON,6,19,0.24,4.36,11.72,9.92,NONE,5.4,87.4,9966.96,1,15.92,0,323.2,78724.44,794077,24.39333333333333,14.944666666666668
sebazero,208,IRON,7,18,0.28,7.0,8.64,6.52,JUNGLE,100.56,32.04,11032.24,1,20.36,1,511.72,164486.08,827985,29.47133333333333,16.192
Goldnhord,1021,IRON,12,13,0.48,1.8,6.56,3.2,TOP,21.08,123.68,9372.32,1,14.08,0,742.76,141445.08,757150,32.218666666666664,15.742666666666668
Skinny O G,133,IRON,5,20,0.2,1.72,10.48,15.32,SUPPORT,0.4,19.32,7956.08,0,27.52,0,319.2,32871.44,666097,24.150666666666663,15.59
josebv22,77,IRON,9,16,0.36,5.2,9.28,6.32,JUNGLE,107.08,47.52,10980.0,0,6.52,0,457.68,197592.84,892315,31.44333333333333,14.078666666666669
Very Scary Costa,1105,IRON,8,17,0.32,5.28,11.44,6.4,ADC,26.72,92.48,10347.72,0,21.24,0,417.24,115210.96,795578,30.444666666666667,13.946666666666664
Fluture de aur,204,IRON,11,14,0.44,6.84,6.76,14.52,ADC,2.16,167.56,12934.68,2,15.56,0,595.4,162359.72,538347,29.916,17.208666666666666
HANSNONE,469,IRON,12,13,0.48,5.0,4.28,5.76,TOP,10.96,147.32,11020.04,1,13.2,0,756.04,144878.56,537220,29.240666666666662,13.484666666666667
AkaliMiod,106,IRON,9,16,0.36,7.4,10.44,7.0,MIDDLE,9.28,153.4,12336.4,1,16.04,0,470.48,147196.48,790694,33.32,16.564
MyNameArab,112,IRON,8,17,0.32,6.04,6.56,8.24,JUNGLE,130.32,32.28,11624.72,1,21.6,1,602.96,217461.4,1124422,30.71733333333333,17.407333333333334
kevster4101,288,IRON,7,18,0.28,6.84,5.96,4.16,JUNGLE,55.32,77.76,10491.64,1,14.72,0,675.56,129335.44,574919,29.17866666666667,17.814666666666668
dolka123,134,IRON,8,17,0.32,1.8,10.04,12.08,SUPPORT,0.32,29.4,7501.92,1,7.84,0,298.0,32990.68,549093,27.736666666666668,15.353333333333332
SUPERESPETO,260,IRON,9,16,0.36,4.4,8.52,8.92,SUPPORT,24.88,73.48,10584.84,2,37.52,0,466.16,116989.6,598639,28.41733333333333,10.252666666666666
RedCrystal93,284,IRON,6,19,0.24,3.84,8.24,8.32,SUPPORT,9.36,90.68,9770.48,0,18.32,0,583.48,102861.2,727184,30.820666666666668,9.612
3zentosH,209,IRON,9,16,0.36,4.36,6.72,6.8,ADC,16.36,120.08,10237.2,1,15.8,0,541.2,124797.28,579953,30.48733333333333,12.537333333333333
T1 O Percebeiro,296,IRON,11,14,0.44,5.08,6.76,12.04,SUPPORT,55.48,55.36,11258.24,1,36.64,0,724.76,127989.36,680640,32.25,15.188666666666668
12dead21,80,IRON,8,17,0.32,2.68,6.0,5.56,TOP,19.92,137.96,10171.92,1,16.12,0,662.8,147548.88,760998,31.316666666666663,16.21933333333333
jhawad12,148,IRON,10,15,0.4,6.12,8.16,11.48,JUNGLE,57.0,60.8,11372.08,1,9.92,0,421.92,135559.4,769591,26.779333333333334,16.358
zekiller50,115,IRON,7,18,0.28,5.96,6.28,5.96,MIDDLE,19.16,90.32,9522.72,0,14.36,0,566.6,90875.96,522268,26.484666666666666,16.929333333333332
pecma031,49,IRON,9,16,0.36,4.28,8.2,7.6,ADC,0.76,107.8,9814.48,1,15.44,0,476.88,80970.32,524327,30.94933333333333,18.036
Döwliprane,71,IRON,10,15,0.4,6.12,9.8,5.12,ADC,3.84,141.08,10574.48,1,10.56,0,395.48,117251.52,579359,28.401333333333334,13.468
zywea99,104,IRON,5,20,0.2,5.24,8.68,7.04,MIDDLE,2.6,125.96,10198.28,1,12.28,0,510.04,115924.48,603363,29.26066666666667,16.026
Tay3n,288,IRON,7,18,0.28,5.84,7.2,6.84,MIDDLE,31.96,82.8,12734.08,0,13.0,0,394.92,124136.88,770166,25.96933333333333,17.026666666666667
Ndy974,327,IRON,10,15,0.4,4.24,7.04,7.68,JUNGLE,111.24,41.68,10647.36,0,17.76,1,586.04,193198.24,876749,30.480666666666664,16.999333333333333
SoulVador,96,IRON,11,14,0.44,3.24,8.08,9.08,ADC,7.04,115.32,10117.64,1,21.48,0,613.24,120190.56,616484,33.16866666666667,16.984666666666666
Rea1718,97,IRON,12,13,0.48,3.28,3.08,7.6,SUPPORT,19.68,77.68,8844.8,1,19.84,0,789.16,88729.84,385521,27.63733333333333,10.397333333333334
Besella,69,IRON,9,16,0.36,4.68,7.92,6.96,TOP,6.72,138.52,11299.28,1,16.24,0,604.84,126320.92,686285,33.16466666666667,12.549333333333331
reduanBXL,1109,IRON,6,19,0.24,5.64,12.2,11.8,NONE,5.84,97.72,11116.32,1,9.8,0,334.0,113754.6,823935,27.16933333333333,15.553333333333336
pro yi dz,88,IRON,11,14,0.44,5.6,8.68,5.88,JUNGLE,52.92,71.2,10292.8,1,11.72,0,401.32,139664.04,658540,26.992666666666665,15.696
WAEL KH,215,IRON,9,16,0.36,3.88,6.0,5.76,ADC,10.4,107.56,9150.24,1,7.6,0,489.12,102730.28,400494,26.714,15.652
QueenLindsey,465,IRON,10,15,0.4,2.32,4.88,10.4,SUPPORT,0.96,22.08,7927.88,2,25.36,0,711.32,25195.4,257632,28.634,15.140666666666668
ilmanto69,220,IRON,7,18,0.28,10.88,9.24,15.4,NONE,23.48,53.08,13377.0,1,4.72,0,288.84,98634.28,697189,21.58933333333333,17.979333333333333
KiNoUzer,131,IRON,11,14,0.44,8.08,8.8,8.16,ADC,7.96,148.92,12407.48,2,3.28,0,443.08,143375.96,621524,28.802666666666667,17.21466666666667
EVOL666,267,IRON,10,15,0.4,5.08,6.56,8.96,JUNGLE,34.8,114.32,11133.96,1,20.24,0,512.4,137944.2,659876,30.33533333333333,14.517333333333331
pixo7302,145,IRON,9,16,0.36,4.0,6.6,5.04,JUNGLE,81.96,30.24,8905.68,0,9.96,1,513.8,128502.76,663678,26.922,17.188666666666666
LogicZone,144,IRON,8,17,0.32,2.28,7.12,4.0,MIDDLE,4.28,128.2,8534.52,0,16.48,0,545.88,96541.64,543216,28.99533333333333,12.857333333333337
00AzimuT00,82,IRON,14,11,0.56,5.8,6.64,8.24,ADC,12.72,96.2,10217.96,1,14.8,0,603.2,94478.48,513187,29.51533333333333,16.881999999999998
Roronoa Robin,127,IRON,8,17,0.32,3.88,7.96,10.16,SUPPORT,1.12,69.68,9504.8,1,41.92,0,464.6,66731.8,526531,30.46733333333333,14.737333333333334
CANDILWOLF,196,IRON,5,20,0.2,1.36,9.0,5.36,SUPPORT,5.8,66.12,7395.24,0,27.52,0,488.6,81319.64,444287,28.868666666666662,18.432666666666663
Dearminer,251,IRON,15,10,0.6,5.52,4.84,5.24,NONE,2.56,126.8,9128.0,1,15.2,0,510.64,98275.32,390414,23.388666666666666,15.277333333333331
Nyftheart,217,IRON,6,19,0.24,5.32,8.72,5.8,TOP,2.04,110.96,9825.24,1,19.48,0,530.12,100325.56,834572,29.734666666666666,14.568666666666669
Holzprügel,1656,IRON,7,18,0.28,1.84,4.52,4.4,JUNGLE,93.48,45.12,9347.16,0,12.52,0,715.44,166551.12,533586,29.831333333333337,15.122666666666667
Raudetot,359,IRON,7,18,0.28,2.6,5.72,6.28,JUNGLE,75.08,16.72,8339.72,1,14.4,0,634.08,110538.84,664428,27.720666666666663,13.434
AccG13,74,IRON,7,18,0.28,6.16,9.52,13.72,SUPPORT,1.88,90.36,11426.44,1,24.56,0,473.12,87159.0,702795,29.74533333333333,11.830666666666668
gramme2peuff,91,IRON,5,20,0.2,4.12,8.32,6.28,ADC,9.16,63.68,7895.08,0,5.08,0,447.08,64992.48,530362,26.718666666666664,16.636666666666667
The Detective 33,139,IRON,7,18,0.28,2.0,6.68,7.44,SUPPORT,0.72,50.68,6905.96,0,17.64,0,548.28,46901.28,429239,27.718,16.21333333333333
deebfox,1027,IRON,8,17,0.32,2.32,7.72,10.12,TOP,3.0,121.08,9377.64,1,13.52,0,533.36,97289.84,724249,31.768,10.685333333333334
Kushmillionaire,68,IRON,9,16,0.36,5.16,7.96,6.4,JUNGLE,100.92,57.24,11651.24,1,19.88,0,530.32,196658.04,761212,31.298,8.509333333333334
Bundilol,498,IRON,7,18,0.28,2.84,5.96,2.76,MIDDLE,11.36,115.6,8312.84,1,12.56,0,503.08,118695.8,505910,26.172,15.818
M4N14KP0L4K,161,IRON,7,18,0.28,4.6,8.96,7.96,MIDDLE,4.24,76.08,8679.64,1,7.36,0,376.92,82252.36,576465,24.886000000000003,5.742666666666667
Luxford1989,201,IRON,6,19,0.24,3.24,9.84,3.16,TOP,23.08,104.96,9338.8,2,7.4,0,330.72,120527.2,712595,28.108,16.325333333333333
TheRealNooah,158,IRON,8,17,0.32,9.04,8.52,6.56,MIDDLE,4.48,151.84,13752.6,1,26.68,0,539.52,157108.04,717327,32.6,14.224666666666668
Minun24,117,IRON,10,15,0.4,4.16,6.72,7.16,ADC,4.84,133.08,10187.76,1,18.16,0,571.04,111103.44,520510,30.922,14.466
YungUchi,139,IRON,8,17,0.32,2.96,9.96,8.2,SUPPORT,24.56,51.56,9690.16,1,23.44,0,429.52,88533.68,697035,29.958666666666662,11.266
LaChou,730,IRON,5,20,0.2,0.4,1.8,5.72,SUPPORT,1.72,49.24,7258.04,0,35.92,0,727.92,42490.28,181239,29.862,12.550666666666666
superbocksen,124,IRON,9,16,0.36,4.28,5.08,5.36,TOP,8.52,114.84,9801.12,1,19.36,0,709.64,104831.6,813185,32.56666666666667,15.767333333333331
HellWish666,186,IRON,6,19,0.24,10.32,9.52,8.44,MIDDLE,1.88,130.64,13091.6,1,13.52,0,439.8,121940.76,728235,29.828,17.724
ThisIsRoTreX,34,IRON,7,18,0.28,1.64,4.96,2.92,JUNGLE,122.44,13.2,8358.12,0,1.44,0,741.4,166749.32,627897,27.60666666666667,17.37933333333333
SpaCx,148,IRON,5,20,0.2,1.08,5.52,8.68,SUPPORT,0.16,25.24,7030.04,0,50.0,0,589.88,19729.2,423391,28.418666666666663,14.689333333333334
TheRosesOfWar,96,IRON,6,19,0.24,3.44,8.24,5.4,MIDDLE,0.44,99.6,8575.48,0,12.12,0,455.68,81522.36,584777,30.130666666666663,16.736666666666668
TheDeluluOne,1208,IRON,6,19,0.24,2.48,8.84,6.4,SUPPORT,1.32,109.0,9387.24,1,32.68,0,437.28,87276.84,763518,31.162,12.452666666666666
ziboudineboz,136,IRON,9,16,0.36,2.52,7.12,5.16,SUPPORT,0.64,93.0,8509.4,1,11.56,0,521.64,88570.92,601102,28.293333333333333,14.4
MrZep,330,IRON,8,17,0.32,8.72,10.2,6.24,JUNGLE,111.16,44.2,12659.68,1,14.4,1,462.08,209832.8,1050499,31.99,17.624000000000002
ERA871,363,IRON,8,17,0.32,1.92,7.52,8.6,SUPPORT,3.88,47.24,8714.56,1,29.52,0,517.96,49187.28,678094,32.22866666666667,14.021333333333333
Mistingru,145,IRON,8,17,0.32,1.84,4.16,6.56,SUPPORT,3.6,39.36,7074.08,1,6.96,0,796.48,52330.96,268210,29.908666666666665,14.236666666666668
Keywest1234,129,IRON,8,17,0.32,5.04,5.92,5.24,TOP,1.64,164.64,11205.28,1,11.48,0,616.4,135013.08,639410,29.98333333333333,15.764
taykora,93,IRON,8,17,0.32,4.16,7.56,5.04,MIDDLE,1.96,109.36,8708.76,0,10.44,0,435.48,79374.12,575218,28.119333333333334,14.365333333333332
ZeEroKK,61,IRON,7,18,0.28,2.52,7.96,3.8,TOP,9.64,107.64,8050.56,0,2.16,0,463.52,97110.16,647164,28.16333333333333,17.793333333333333
skyrun29,51,IRON,4,21,0.16,3.04,10.72,11.4,SUPPORT,0.32,30.84,8999.08,0,5.92,0,365.04,34904.92,593245,25.84133333333333,12.821333333333332
Mogax12,42,IRON,7,18,0.28,4.28,9.68,6.04,MIDDLE,5.64,105.16,9652.72,0,24.24,0,450.64,103980.84,769300,31.684666666666665,16.170666666666666
OXURS,417,IRON,9,16,0.36,4.72,7.88,8.48,JUNGLE,42.88,79.4,10420.88,1,22.4,0,520.16,137339.4,782801,30.14933333333333,11.47
legendary99987,73,IRON,11,14,0.44,4.28,6.52,5.04,TOP,33.04,72.6,8944.32,0,13.0,0,506.24,104364.16,543426,26.254666666666665,15.285333333333334
SIH cerrepe,108,IRON,7,18,0.28,4.6,8.16,8.0,JUNGLE,85.8,11.72,8958.48,0,7.12,0,348.72,132147.04,650671,24.17866666666667,16.808
Antoñico14,81,IRON,8,17,0.32,8.68,9.32,7.76,JUNGLE,113.4,39.12,13455.0,1,13.44,0,571.04,212359.88,906273,34.42333333333333,14.333333333333334
tinajero47,137,IRON,9,16,0.36,4.76,6.36,6.16,ADC,4.32,129.92,10672.84,1,22.64,0,600.96,110669.72,518537,30.159333333333333,17.45266666666667
BanCri,97,IRON,9,16,0.36,5.6,6.36,7.08,JUNGLE,69.04,81.44,10634.32,1,15.4,0,536.92,155661.76,688235,28.726666666666667,15.036
HARLEYDEANph,69,IRON,8,17,0.32,3.96,6.44,8.48,JUNGLE,85.84,24.56,9383.84,0,14.2,0,621.88,132795.4,776456,30.92,14.488666666666669
Shira WPS,92,IRON,3,22,0.12,1.76,9.72,5.2,TOP,5.36,85.36,8126.48,0,25.48,0,474.08,82865.92,640147,30.226,13.722
stonks4S0,324,IRON,4,21,0.16,5.8,9.52,7.36,JUNGLE,54.28,88.16,11981.76,1,19.68,0,463.48,165872.32,901508,33.172,9.993333333333334
Saneonymous,1290,IRON,7,18,0.28,1.88,4.36,5.8,SUPPORT,7.84,31.24,7404.0,1,5.44,0,817.68,31782.72,370087,31.125333333333334,14.384
Artef4kt,304,IRON,7,18,0.28,5.8,7.72,7.6,TOP,2.4,116.32,10609.28,0,10.16,0,493.96,98926.68,687446,25.365333333333336,12.932666666666668
,36,IRON,7,18,0.28,3.72,8.92,3.64,ADC,9.6,108.48,9048.76,1,12.92,0,320.52,107978.28,498358,24.828,10.052
AnDyBaSs,126,IRON,5,20,0.2,6.04,8.36,4.08,TOP,25.76,150.8,12161.16,1,17.52,0,472.28,170646.44,747925,30.502666666666663,14.046666666666663
NeilemainS,51,IRON,6,19,0.24,2.16,4.32,6.0,SUPPORT,1.44,56.12,7123.8,1,22.36,0,699.4,59281.72,406833,26.218,18.961333333333336
KQarberroh,1323,IRON,5,20,0.2,0.6,5.96,1.36,TOP,5.8,80.4,6387.04,1,0.96,0,501.24,66403.92,419896,24.814666666666668,10.617333333333333
leafmotion,299,IRON,11,14,0.44,3.64,8.64,6.4,JUNGLE,71.08,36.36,9216.44,1,14.08,0,474.96,123500.36,718939,29.37933333333333,11.377333333333333
abygaleon160,369,IRON,9,16,0.36,3.8,6.64,5.4,MIDDLE,13.12,117.48,10128.64,1,18.08,0,645.2,132540.52,688909,32.538,16.602
Stiflouw,53,IRON,3,22,0.12,2.12,8.84,6.44,SUPPORT,31.28,52.28,8650.16,0,7.76,0,492.52,90550.84,656119,31.494000000000003,13.048
kslt,54,IRON,6,19,0.24,3.76,7.4,5.52,MIDDLE,1.52,160.72,10866.2,1,16.04,0,692.76,142128.0,538413,33.01466666666667,15.046
Eallorraaaaah,93,IRON,6,19,0.24,5.72,10.08,7.92,SUPPORT,3.04,170.56,12693.08,2,32.88,0,494.36,157067.52,798275,32.970666666666666,15.134666666666668
LeeonFire,49,IRON,3,22,0.12,2.32,9.2,4.28,TOP,16.76,96.52,8890.52,1,2.96,0,450.24,107826.52,706227,30.91933333333333,10.715333333333332
titaneskee,75,IRON,8,17,0.32,6.96,7.92,6.48,ADC,3.8,151.28,11847.2,1,2.92,0,493.72,143040.4,586228,30.480666666666664,16.57133333333333
kilfut,117,IRON,6,19,0.24,4.16,6.92,5.52,TOP,21.28,126.12,10204.16,1,13.24,0,613.96,133386.84,737645,29.814666666666668,16.074666666666666
toruu01,66,IRON,9,16,0.36,3.88,9.12,6.36,MIDDLE,0.4,94.0,8483.72,1,12.76,0,461.0,86257.24,493679,28.116666666666667,16.124000000000002
Blck Hunter,33,IRON,1,24,0.04,0.0,5.08,2.64,SUPPORT,4.64,7.04,4253.0,0,4.2,0,513.96,9671.6,238203,24.042666666666666,10.994
kata test acc,33,IRON,4,21,0.16,0.08,2.8,5.76,SUPPORT,3.24,8.52,5343.48,0,7.76,0,710.2,9859.8,190869,25.866,10.84
Daseencian,34,IRON,5,20,0.2,0.28,4.84,3.88,SUPPORT,4.0,7.96,4741.0,0,6.36,0,529.72,9915.84,249620,23.97533333333333,14.596
Budondeyleah,34,IRON,7,18,0.28,0.28,4.76,3.8,SUPPORT,13.64,10.8,5954.24,0,13.16,0,613.12,23644.2,290075,27.03666666666667,11.890666666666668
saft29,46,IRON,8,17,0.32,6.48,9.6,7.12,MIDDLE,10.08,141.84,12238.76,2,13.48,0,513.64,145091.8,916094,32.489333333333335,13.947333333333336
Huriallar,74,IRON,4,21,0.16,3.92,6.04,3.16,NONE,14.68,38.12,6588.08,0,15.84,0,393.64,47935.24,327078,21.198,14.888666666666667
Ytavityan,33,IRON,4,21,0.16,0.2,2.92,4.32,SUPPORT,19.36,10.24,5422.76,0,5.28,0,619.16,31086.72,226905,25.562,10.463333333333331
Lydanshi,251,IRON,11,14,0.44,6.84,6.56,4.36,MIDDLE,0.64,149.24,11399.76,1,15.36,0,659.96,137152.2,609900,32.47866666666667,15.968
