summonerName,summonerLevel,rank,wins,losses,winRate,kills,deaths,assists,prefLane,campsKilled,minionsKilled,goldEarned,turretTakedowns,visionScore,dragonKills,longestTimeSpentLiving,totalDamageDealt,totalDamageTaken,gameDuration,gameStart
TheBiggestYoink,358,IRON,7,18,0.28,8.04,12.08,8.24,SUPPORT,27.8,70.84,11602.44,1,15.28,0,311.08,112580.92,794308,27.458666666666662,15.843333333333334
Ezrsmara,32,IRON,3,22,0.12,3.56,5.72,1.0,JUNGLE,54.28,73.0,7985.16,0,12.36,0,403.88,120134.52,503802,23.174666666666667,19.09933333333333
Roldalai,31,IRON,0,25,0.0,0.08,2.12,0.56,NONE,43.8,0.24,3699.32,0,1.8,0,450.08,44809.0,199435,16.843333333333334,15.954
Apex0100,65,IRON,6,19,0.24,6.16,9.88,5.52,JUNGLE,83.32,18.72,9862.92,0,11.76,1,415.08,129810.04,789240,27.176,17.663333333333334
LSD Bowie,37,IRON,0,25,0.0,0.16,2.96,0.32,NONE,13.56,20.16,3464.4,0,0.68,0,407.28,19145.04,117910,17.894000000000002,9.302666666666664
Pipidtvll,42,IRON,8,17,0.32,2.16,7.2,6.92,SUPPORT,0.92,37.28,7770.48,0,39.04,0,497.88,41403.04,435642,27.87133333333333,15.973333333333333
Downhilldh93,59,IRON,6,19,0.24,3.92,6.92,4.8,ADC,0.44,89.0,8298.0,1,6.68,0,492.64,72183.44,495369,27.27,18.322666666666667
XWORLD999,90,IRON,6,19,0.24,3.8,8.2,7.2,SUPPORT,24.08,27.6,7353.64,0,21.8,0,516.0,65633.4,570851,26.176,13.598
Liessalionet,60,IRON,3,22,0.12,0.04,2.88,3.2,NONE,0.04,12.48,4233.68,0,6.08,0,736.12,11518.24,120782,22.88533333333333,11.587333333333332
MoeSakr,856,MASTER,18,7,0.72,5.56,4.04,5.04,TOP,4.4,182.32,11316.96,3,16.2,0,646.08,128948.8,631776,25.404,7.72
Magic,81,MASTER,19,6,0.76,9.24,6.24,5.84,MIDDLE,3.76,187.36,12368.04,2,15.24,0,562.52,147486.12,659614,26.136000000000003,9.233333333333333
a ronins purpose,244,MASTER,16,9,0.64,5.56,4.6,5.8,MIDDLE,8.2,207.36,11754.96,2,12.72,0,563.88,165435.96,562375,25.673333333333336,8.307333333333334
Merlhin,522,MASTER,17,8,0.68,8.24,7.44,7.72,ADC,15.12,197.2,13341.08,3,17.92,0,459.0,179139.64,518394,27.40666666666667,8.4
Jowiszjaaa,90,MASTER,16,9,0.64,9.96,5.6,4.96,MIDDLE,1.16,175.72,12389.36,1,13.8,0,423.8,133043.64,534757,26.340666666666667,14.094
Quatteri,297,MASTER,18,7,0.72,3.44,3.4,8.96,SUPPORT,0.32,77.28,8362.96,2,35.6,0,585.64,50174.6,363295,24.140666666666668,8.700666666666667
Hollywood Matze,214,MASTER,18,7,0.72,9.04,4.48,8.28,JUNGLE,108.6,75.08,12744.96,2,22.4,0,640.8,206834.92,728682,26.22133333333333,6.468666666666667
Blade40,1300,MASTER,16,9,0.64,2.6,5.12,16.52,SUPPORT,0.84,34.0,9013.56,2,74.76,0,561.24,38473.56,479926,27.184,13.201333333333334
XyIIow,509,MASTER,17,8,0.68,10.56,7.52,7.88,JUNGLE,114.24,35.28,11997.4,1,14.76,2,403.68,186754.36,955536,24.608,9.889333333333331
avarice61,684,MASTER,16,9,0.64,9.56,4.8,10.52,ADC,9.2,206.8,14461.36,3,19.2,0,564.44,176829.0,500511,28.162666666666667,15.187333333333331
On3Sh0t Fanboy,81,MASTER,18,7,0.72,9.2,7.44,6.28,MIDDLE,60.92,164.08,14288.08,2,16.84,0,496.28,221873.6,729660,29.066666666666663,13.324000000000002
reoace,670,MASTER,17,8,0.68,2.72,5.24,14.84,SUPPORT,0.64,72.08,8960.64,3,42.24,0,522.68,48612.8,436079,24.923333333333336,14.888666666666667
cadianNN,494,MASTER,16,9,0.64,6.44,4.48,5.68,TOP,4.52,192.2,11688.52,2,23.64,0,656.28,139394.04,606329,25.69066666666667,16.271333333333335
dridro,717,MASTER,15,10,0.6,7.04,6.76,23.52,SUPPORT,1.12,48.48,12297.44,3,35.64,0,451.92,69399.44,553588,24.104,13.433333333333334
ZacoiPT13,316,MASTER,17,8,0.68,4.2,4.92,14.96,JUNGLE,148.52,22.68,11028.6,2,27.8,2,596.8,220260.84,921001,28.956,13.762
Im Yoms,781,MASTER,20,5,0.8,2.36,5.36,17.44,SUPPORT,0.76,40.92,8953.76,3,88.2,0,540.68,39605.28,451372,26.028666666666663,14.405333333333337
Hekat231,39,MASTER,12,13,0.48,10.2,4.72,7.36,JUNGLE,136.44,36.32,12995.16,1,20.08,1,720.08,233249.96,766389,27.75733333333333,13.582666666666666
Inferior AD,639,MASTER,17,8,0.68,6.04,3.48,6.44,ADC,6.16,215.96,11970.24,3,20.44,0,766.92,156158.24,382592,25.735333333333333,18.384666666666664
TakeSet sama,796,MASTER,15,10,0.6,8.0,4.84,6.32,ADC,12.4,225.88,13828.08,3,23.0,0,648.08,185347.4,487467,27.420666666666666,18.41
see you later eu,337,MASTER,17,8,0.68,5.84,4.28,8.32,JUNGLE,128.76,49.4,11113.84,2,29.0,0,490.2,210170.92,649107,23.986,15.769333333333332
Varry,649,MASTER,13,12,0.52,5.04,5.44,10.6,ADC,4.24,167.76,11352.64,2,34.12,0,520.12,117808.0,469151,28.03333333333333,13.009333333333332
el Adryh,623,MASTER,15,10,0.6,5.52,5.4,10.28,ADC,2.08,141.12,11332.32,2,42.36,0,546.64,110547.4,396584,27.808,14.351333333333336
Julbu,567,MASTER,14,11,0.56,7.2,4.56,10.2,JUNGLE,137.36,52.76,12813.32,2,23.84,0,673.12,239276.16,818843,27.716666666666665,14.492666666666668
Mashlsonw3f3,37,MASTER,17,8,0.68,6.04,6.04,2.84,TOP,3.88,212.84,12874.4,4,16.76,0,502.72,157519.84,756171,26.136666666666667,17.019333333333332
HAZEL 2026,543,MASTER,16,9,0.64,6.52,4.28,5.68,ADC,4.96,202.76,11986.32,2,17.84,0,569.88,150010.72,402339,26.59466666666667,17.25
RSJFBvPe,57,MASTER,17,8,0.68,7.84,5.0,6.76,JUNGLE,129.28,24.6,11246.76,1,22.32,2,617.52,187674.24,683597,26.452,14.978666666666667
Lord Lunddorf,339,MASTER,15,10,0.6,6.2,4.2,5.64,TOP,4.68,184.4,11568.68,2,19.08,0,600.92,137368.84,562107,24.42866666666667,18.230666666666664
handsome carl,63,MASTER,12,13,0.48,8.96,4.96,4.76,MIDDLE,2.84,197.12,12434.0,1,14.72,0,621.48,138488.96,488530,26.895333333333333,13.775333333333332
ACE Naceed,589,MASTER,19,6,0.76,6.96,6.2,8.84,TOP,2.36,119.04,11796.52,2,38.8,0,621.92,93651.56,716290,29.392666666666667,7.474666666666667
ure wonderful,448,MASTER,19,6,0.76,7.4,3.88,11.52,ADC,9.48,182.88,13044.44,3,26.44,0,609.36,149879.72,418541,28.346,16.075333333333333
KRYSIA2,675,MASTER,18,7,0.72,8.12,4.0,9.76,JUNGLE,112.24,19.76,11215.64,2,26.6,1,610.44,171444.8,727863,25.15266666666667,15.152666666666669
30th of November,287,MASTER,16,9,0.64,6.16,5.6,7.68,JUNGLE,107.4,50.96,10702.44,1,21.92,1,535.04,183492.12,811110,25.96,8.760666666666667
lec reject1,770,MASTER,19,6,0.76,7.8,3.8,9.44,JUNGLE,153.52,40.64,12647.44,2,29.52,2,633.96,251591.28,757049,27.5,16.465333333333334
vXin PaoPaoPW,79,MASTER,19,6,0.76,12.6,3.6,7.04,JUNGLE,164.08,48.12,13816.76,1,25.04,1,622.48,266863.96,728730,26.21333333333333,20.938
Shinohara Akito,394,MASTER,18,7,0.72,1.76,5.4,14.4,SUPPORT,5.64,31.48,7582.6,1,55.88,0,499.2,32738.44,392708,24.306,14.887333333333334
hovinko z kose,645,MASTER,16,9,0.64,9.2,6.24,9.32,ADC,9.2,185.4,13588.48,2,26.6,0,515.68,157483.64,544393,25.711333333333336,16.69066666666667
NightCoiiiiiin,1002,MASTER,14,11,0.56,7.44,8.04,9.72,JUNGLE,100.64,77.84,12484.04,2,23.16,0,483.28,207829.12,820212,29.266,6.704
XXXXXXXXY1,96,MASTER,14,11,0.56,7.92,6.08,3.92,TOP,7.32,186.8,12429.6,2,18.96,0,534.84,152143.44,573514,26.288666666666664,19.052
15 02 2022,779,MASTER,17,8,0.68,5.84,4.88,6.8,MIDDLE,6.16,207.16,11894.12,3,17.4,0,563.48,154672.88,448575,25.282666666666668,18.076
Amenogozen,661,MASTER,15,10,0.6,8.44,7.64,7.64,JUNGLE,104.44,84.6,13177.88,2,22.36,0,507.6,220622.56,899530,28.57,9.712
Don Noway,652,MASTER,10,15,0.4,5.56,5.36,6.92,MIDDLE,8.76,186.68,11557.4,1,19.92,0,508.76,143960.16,495024,26.772,19.15666666666667
Lofti,865,MASTER,15,10,0.6,6.44,3.96,8.0,MIDDLE,4.92,191.8,12033.52,2,25.12,0,684.32,149359.44,423276,28.40666666666667,17.668666666666663
YameteOniiiiChan,299,MASTER,17,8,0.68,4.44,4.08,11.12,ADC,1.16,185.36,10895.68,3,11.12,0,484.76,129210.44,327522,25.82333333333333,8.749333333333334
B0LULU,880,MASTER,19,6,0.76,7.88,5.52,8.76,MIDDLE,10.36,217.4,14017.56,3,22.48,0,573.6,180858.8,548767,28.958666666666662,15.644
SPOONKING,324,MASTER,16,9,0.64,4.96,2.68,5.92,TOP,6.36,187.68,10908.68,2,19.28,0,701.4,139131.72,578617,26.838,5.394
Tanetel1,42,MASTER,19,6,0.76,8.0,3.24,8.16,ADC,7.2,163.28,11542.72,3,18.32,0,603.8,122409.88,341398,24.03333333333333,13.226
Upset33,239,MASTER,12,13,0.48,7.88,6.32,9.28,ADC,10.32,205.28,12940.72,2,26.76,0,527.96,159574.68,533775,27.28666666666667,12.892666666666663
Theocacs,656,MASTER,18,7,0.72,7.96,5.56,9.72,JUNGLE,137.36,52.08,12813.8,1,24.0,1,563.76,236914.6,916078,28.427333333333333,17.505999999999997
Banino IMPAZZITO,719,MASTER,18,7,0.72,3.52,3.32,14.68,SUPPORT,13.52,36.16,9267.72,2,78.68,0,692.12,45855.32,391766,27.384666666666664,8.962666666666667
StrongRengo73,48,MASTER,17,8,0.68,6.8,5.68,7.72,ADC,7.32,150.24,10831.48,3,14.68,0,427.32,116877.72,466091,23.18733333333333,11.639333333333331
bG92ZSBuaWdnZXJz,71,MASTER,18,7,0.72,7.64,5.76,5.16,TOP,23.92,213.56,15060.4,3,22.56,0,559.84,196586.12,558114,28.00733333333333,9.55
Jinshè,578,MASTER,14,11,0.56,6.04,5.72,6.84,ADC,9.72,190.52,11780.32,2,16.88,0,580.16,144080.44,451648,26.99,16.715333333333334
Galáxias,643,MASTER,17,8,0.68,4.76,4.0,6.12,MIDDLE,3.28,188.0,10618.28,2,23.36,0,604.68,133303.4,449373,25.050666666666665,11.544
Next Season When,298,MASTER,20,5,0.8,5.36,4.08,8.44,MIDDLE,2.4,186.12,11549.36,2,20.8,0,690.32,138053.12,385297,26.575333333333333,18.08333333333333
420WeabooSlayer,808,MASTER,15,10,0.6,9.16,5.04,4.36,MIDDLE,13.04,198.92,12754.08,2,19.64,0,547.04,163333.92,493400,26.619333333333334,18.978
how win gg,699,MASTER,15,10,0.6,9.44,4.84,7.12,JUNGLE,143.84,46.88,12197.16,1,19.12,1,608.8,238905.88,806359,25.276666666666664,12.588
ManoloGap,1350,MASTER,19,6,0.76,7.84,4.32,7.08,TOP,22.12,181.36,13041.96,2,15.84,0,603.16,174118.16,688987,27.928,14.623333333333331
,34,MASTER,18,7,0.72,7.24,4.32,7.68,MIDDLE,6.12,193.28,12272.84,3,25.36,0,658.24,153075.28,549549,25.15666666666667,19.878
TwTv Odysseus131,253,MASTER,18,7,0.72,8.64,5.12,8.36,MIDDLE,22.64,193.76,13226.64,2,27.88,0,653.0,188671.28,486493,27.744666666666667,17.924666666666667
Vizícsacsi,346,MASTER,14,11,0.56,5.92,5.08,6.56,TOP,10.4,185.4,11886.72,2,29.0,0,504.68,151314.2,765984,27.116666666666667,13.885333333333334
AloisNL,638,MASTER,12,13,0.48,5.52,3.96,3.16,TOP,7.32,205.6,11848.52,2,12.16,0,639.48,151547.44,537425,25.127333333333336,18.30933333333333
Tezhak,556,MASTER,14,11,0.56,4.28,4.36,8.12,JUNGLE,130.0,18.76,9498.96,2,28.28,0,478.2,192931.8,679732,23.596,15.822666666666668
ELLHNIKO ADC ,77,MASTER,16,9,0.64,7.24,5.64,6.12,ADC,7.56,201.76,12567.04,3,13.92,0,553.76,165264.84,473628,26.316666666666663,14.488
Caddee59A,213,MASTER,10,15,0.4,6.28,6.08,8.44,JUNGLE,124.76,32.6,11390.52,2,27.36,1,575.36,194063.36,834168,27.160666666666668,14.982666666666669
Geralt,142,MASTER,17,8,0.68,6.88,4.56,8.12,ADC,5.04,200.36,12040.52,2,18.28,0,665.64,147463.64,425917,25.81733333333333,12.194
3arbi ferhan,374,MASTER,15,10,0.6,2.76,5.04,10.64,SUPPORT,6.48,55.8,8463.96,2,62.32,0,582.6,44269.4,415816,25.23733333333333,15.071333333333332
hmyok,1094,MASTER,15,10,0.6,2.68,4.88,12.36,SUPPORT,0.2,28.88,8237.2,1,83.92,0,618.28,30400.04,415171,26.788666666666664,20.09466666666667
Fleshyy,520,MASTER,15,10,0.6,2.72,4.44,10.6,SUPPORT,7.84,57.36,8674.68,2,67.52,0,535.16,51675.48,395145,24.75133333333333,16.448
Ferrettt,346,MASTER,17,8,0.68,10.28,5.16,8.04,JUNGLE,158.68,62.6,14440.76,2,28.04,1,667.08,291412.16,742739,28.677333333333333,17.663333333333334
MoeSakr,856,MASTER,18,7,0.72,5.56,4.04,5.04,TOP,4.4,182.32,11316.96,3,16.2,0,646.08,128948.8,631776,25.404,7.72
Magic,81,MASTER,19,6,0.76,9.24,6.24,5.84,MIDDLE,3.76,187.36,12368.04,2,15.24,0,562.52,147486.12,659614,26.136000000000003,9.233333333333333
Merlhin,522,MASTER,18,7,0.72,8.2,7.32,7.68,ADC,15.16,194.24,13208.76,3,18.08,0,449.0,175038.72,503326,26.95733333333333,8.655333333333335
Quatteri,297,MASTER,18,7,0.72,3.52,3.24,8.32,SUPPORT,0.32,82.2,8337.96,2,33.92,0,551.72,51127.36,356939,23.798,8.192
Hollywood Matze,214,MASTER,18,7,0.72,9.36,4.36,8.24,JUNGLE,107.28,76.0,12794.88,2,22.48,0,644.96,205609.64,713400,26.215333333333334,6.86
cadianNN,494,MASTER,16,9,0.64,6.44,4.56,5.8,TOP,4.08,190.96,11586.4,2,23.32,0,647.84,137809.24,586785,25.470666666666663,16.029999999999998
Jowiszjaaa,90,MASTER,16,9,0.64,9.96,5.6,4.96,MIDDLE,1.16,175.72,12389.36,1,13.8,0,423.8,133043.64,534757,26.340666666666667,14.094
Blade40,1300,MASTER,16,9,0.64,2.6,5.12,16.52,SUPPORT,0.84,34.0,9013.56,2,74.76,0,561.24,38473.56,479926,27.184,13.201333333333334
XyIIow,509,MASTER,17,8,0.68,10.56,7.52,7.88,JUNGLE,114.24,35.28,11997.4,1,14.76,2,403.68,186754.36,955536,24.608,9.889333333333331
avarice61,684,MASTER,16,9,0.64,9.56,4.8,10.52,ADC,9.2,206.8,14461.36,3,19.2,0,564.44,176829.0,500511,28.162666666666667,15.187333333333331
a ronins purpose,244,MASTER,15,10,0.6,5.6,4.8,5.76,MIDDLE,7.92,212.08,11922.88,2,13.2,0,567.2,168885.2,576644,26.203333333333333,8.486
On3Sh0t Fanboy,81,MASTER,18,7,0.72,9.2,7.44,6.28,MIDDLE,60.92,164.08,14288.08,2,16.84,0,496.28,221873.6,729660,29.066666666666663,13.324000000000002
reoace,670,MASTER,17,8,0.68,2.72,5.24,14.84,SUPPORT,0.64,72.08,8960.64,3,42.24,0,522.68,48612.8,436079,24.923333333333336,14.888666666666667
dridro,717,MASTER,15,10,0.6,7.04,6.76,23.52,SUPPORT,1.12,48.48,12297.44,3,35.64,0,451.92,69399.44,553588,24.104,13.433333333333334
Im Yoms,781,MASTER,20,5,0.8,2.36,5.36,17.44,SUPPORT,0.76,40.92,8953.76,3,88.2,0,540.68,39605.28,451372,26.028666666666663,14.405333333333337
ZacoiPT13,316,MASTER,17,8,0.68,4.2,4.92,14.96,JUNGLE,148.52,22.68,11028.6,2,27.8,2,596.8,220260.84,921001,28.956,13.762
lec reject1,770,MASTER,19,6,0.76,7.8,3.8,9.44,JUNGLE,153.52,40.64,12647.44,2,29.52,2,633.96,251591.28,757049,27.5,16.465333333333334
TakeSet sama,796,MASTER,15,10,0.6,8.0,4.84,6.32,ADC,12.4,225.88,13828.08,3,23.0,0,648.08,185347.4,487467,27.420666666666666,18.41
see you later eu,337,MASTER,17,8,0.68,5.84,4.28,8.32,JUNGLE,128.76,49.4,11113.84,2,29.0,0,490.2,210170.92,649107,23.986,15.769333333333332
Varry,649,MASTER,13,12,0.52,5.04,5.44,10.6,ADC,4.24,167.76,11352.64,2,34.12,0,520.12,117808.0,469151,28.03333333333333,13.009333333333332
el Adryh,623,MASTER,15,10,0.6,5.52,5.4,10.28,ADC,2.08,141.12,11332.32,2,42.36,0,546.64,110547.4,396584,27.808,14.351333333333336
Julbu,567,MASTER,14,11,0.56,7.2,4.56,10.2,JUNGLE,137.36,52.76,12813.32,2,23.84,0,673.12,239276.16,818843,27.716666666666665,14.492666666666668
Mashlsonw3f3,37,MASTER,17,8,0.68,6.04,6.04,2.84,TOP,3.88,212.84,12874.4,4,16.76,0,502.72,157519.84,756171,26.136666666666667,17.019333333333332
Hekat231,40,MASTER,12,13,0.48,9.96,4.64,7.36,JUNGLE,134.96,35.44,12852.64,1,19.96,1,726.56,230682.4,756120,27.68733333333333,13.869333333333334
HAZEL 2026,543,MASTER,16,9,0.64,6.52,4.28,5.68,ADC,4.96,202.76,11986.32,2,17.84,0,569.88,150010.72,402339,26.59466666666667,17.25
Inferior AD,639,MASTER,17,8,0.68,5.92,3.4,6.8,ADC,6.72,218.96,12102.6,3,21.2,0,785.52,161208.72,389833,26.002,18.012
handsome carl,63,MASTER,12,13,0.48,8.96,4.96,4.76,MIDDLE,2.84,197.12,12434.0,1,14.72,0,621.48,138488.96,488530,26.895333333333333,13.775333333333332
ACE Naceed,589,MASTER,19,6,0.76,6.96,6.2,8.84,TOP,2.36,119.04,11796.52,2,38.8,0,621.92,93651.56,716290,29.392666666666667,7.474666666666667
ure wonderful,448,MASTER,19,6,0.76,7.4,3.88,11.52,ADC,9.48,182.88,13044.44,3,26.44,0,609.36,149879.72,418541,28.346,16.075333333333333
SPOONKING,324,MASTER,16,9,0.64,4.96,2.96,5.84,TOP,6.32,187.52,10931.04,2,19.48,0,685.64,139026.76,588634,27.12333333333333,5.661333333333333
KRYSIA2,675,MASTER,18,7,0.72,8.12,4.0,9.76,JUNGLE,112.24,19.76,11215.64,2,26.6,1,610.44,171444.8,727863,25.15266666666667,15.152666666666669
vXin PaoPaoPW,79,MASTER,19,6,0.76,12.6,3.6,7.04,JUNGLE,164.08,48.12,13816.76,1,25.04,1,622.48,266863.96,728730,26.21333333333333,20.938
Shinohara Akito,394,MASTER,18,7,0.72,1.76,5.4,14.4,SUPPORT,5.64,31.48,7582.6,1,55.88,0,499.2,32738.44,392708,24.306,14.887333333333334
hovinko z kose,645,MASTER,16,9,0.64,9.2,6.24,9.32,ADC,9.2,185.4,13588.48,2,26.6,0,515.68,157483.64,544393,25.711333333333336,16.69066666666667
XXXXXXXXY1,96,MASTER,14,11,0.56,7.92,6.08,3.92,TOP,7.32,186.8,12429.6,2,18.96,0,534.84,152143.44,573514,26.288666666666664,19.052
15 02 2022,779,MASTER,17,8,0.68,5.84,4.88,6.8,MIDDLE,6.16,207.16,11894.12,3,17.4,0,563.48,154672.88,448575,25.282666666666668,18.076
Amenogozen,661,MASTER,15,10,0.6,8.44,7.64,7.64,JUNGLE,104.44,84.6,13177.88,2,22.36,0,507.6,220622.56,899530,28.57,9.712
3arbi ferhan,374,MASTER,16,9,0.64,2.68,5.08,10.64,SUPPORT,6.48,55.84,8456.68,2,62.56,0,566.96,43766.84,412290,25.06,14.822
Lord Lunddorf,340,MASTER,14,11,0.56,6.56,4.08,5.28,TOP,4.68,181.96,11561.24,2,17.68,0,600.28,134967.64,533455,23.876,17.873333333333335
Don Noway,652,MASTER,10,15,0.4,5.56,5.36,6.92,MIDDLE,8.76,186.68,11557.4,1,19.92,0,508.76,143960.16,495024,26.772,19.15666666666667
RSJFBvPe,57,MASTER,15,10,0.6,7.36,5.24,6.72,JUNGLE,131.68,24.52,11217.8,1,23.04,2,612.64,189738.68,691931,26.83333333333333,14.908666666666669
Lofti,865,MASTER,15,10,0.6,6.44,3.96,8.0,MIDDLE,4.92,191.8,12033.52,2,25.12,0,684.32,149359.44,423276,28.40666666666667,17.668666666666663
YameteOniiiiChan,299,MASTER,17,8,0.68,4.44,4.08,11.12,ADC,1.16,185.36,10895.68,3,11.12,0,484.76,129210.44,327522,25.82333333333333,8.749333333333334
B0LULU,880,MASTER,19,6,0.76,7.88,5.52,8.76,MIDDLE,10.36,217.4,14017.56,3,22.48,0,573.6,180858.8,548767,28.958666666666662,15.644
Tanetel1,42,MASTER,19,6,0.76,8.0,3.24,8.16,ADC,7.2,163.28,11542.72,3,18.32,0,603.8,122409.88,341398,24.03333333333333,13.226
Upset33,239,MASTER,12,13,0.48,7.88,6.32,9.28,ADC,10.32,205.28,12940.72,2,26.76,0,527.96,159574.68,533775,27.28666666666667,12.892666666666663
Theocacs,656,MASTER,18,7,0.72,7.96,5.56,9.72,JUNGLE,137.36,52.08,12813.8,1,24.0,1,563.76,236914.6,916078,28.427333333333333,17.505999999999997
30th of November,287,MASTER,15,10,0.6,6.08,5.52,7.48,JUNGLE,103.32,56.52,10665.84,1,21.8,1,557.96,181344.44,793132,25.93533333333333,8.746666666666666
Banino IMPAZZITO,719,MASTER,18,7,0.72,3.48,3.28,14.68,SUPPORT,13.52,35.48,9162.96,2,78.28,0,678.04,45052.04,392924,27.136000000000003,9.235333333333331
StrongRengo73,48,MASTER,17,8,0.68,6.8,5.68,7.72,ADC,7.32,150.24,10831.48,3,14.68,0,427.32,116877.72,466091,23.18733333333333,11.639333333333331
bG92ZSBuaWdnZXJz,71,MASTER,18,7,0.72,7.64,5.76,5.16,TOP,23.92,213.56,15060.4,3,22.56,0,559.84,196586.12,558114,28.00733333333333,9.55
mangoloco potwur,518,MASTER,18,7,0.72,6.48,5.44,7.16,ADC,2.24,167.76,10905.92,3,11.84,0,475.52,119261.48,437404,24.366,17.750666666666667
Jinshè,578,MASTER,14,11,0.56,5.72,6.0,6.72,ADC,9.64,183.6,11539.44,2,18.96,0,579.84,138739.12,454274,26.921333333333333,16.706
Galáxias,643,MASTER,17,8,0.68,4.76,4.0,6.12,MIDDLE,3.28,188.0,10618.28,2,23.36,0,604.68,133303.4,449373,25.050666666666665,11.544
NightCoiiiiiin,1002,MASTER,15,10,0.6,7.16,7.8,9.4,JUNGLE,98.32,72.96,12040.12,2,24.12,0,459.08,195530.8,797973,28.184666666666665,6.6593333333333335
Next Season When,298,MASTER,20,5,0.8,5.36,4.08,8.44,MIDDLE,2.4,186.12,11549.36,2,20.8,0,690.32,138053.12,385297,26.575333333333333,18.08333333333333
420WeabooSlayer,808,MASTER,15,10,0.6,9.16,5.04,4.36,MIDDLE,13.04,198.92,12754.08,2,19.64,0,547.04,163333.92,493400,26.619333333333334,18.978
ManoloGap,1350,MASTER,19,6,0.76,7.84,4.32,7.08,TOP,22.12,181.36,13041.96,2,15.84,0,603.16,174118.16,688987,27.928,14.623333333333331
,34,MASTER,18,7,0.72,7.24,4.32,7.68,MIDDLE,6.12,193.28,12272.84,3,25.36,0,658.24,153075.28,549549,25.15666666666667,19.878
Kamiloo,647,MASTER,16,9,0.64,9.08,6.88,6.16,MIDDLE,6.44,192.0,13066.6,2,20.72,0,440.0,163176.88,612221,25.93133333333333,18.022
TwTv Odysseus131,253,MASTER,18,7,0.72,8.64,5.12,8.36,MIDDLE,22.64,193.76,13226.64,2,27.88,0,653.0,188671.28,486493,27.744666666666667,17.924666666666667
Vizícsacsi,346,MASTER,14,11,0.56,5.92,5.08,6.56,TOP,10.4,185.4,11886.72,2,29.0,0,504.68,151314.2,765984,27.116666666666667,13.885333333333334
AloisNL,638,MASTER,12,13,0.48,5.52,3.96,3.16,TOP,7.32,205.6,11848.52,2,12.16,0,639.48,151547.44,537425,25.127333333333336,18.30933333333333
Tezhak,556,MASTER,14,11,0.56,4.28,4.36,8.12,JUNGLE,130.0,18.76,9498.96,2,28.28,0,478.2,192931.8,679732,23.596,15.822666666666668
Aluksi,234,MASTER,16,9,0.64,6.32,5.24,6.28,ADC,6.48,141.84,11195.36,2,44.32,0,378.72,108617.68,470142,24.472666666666665,12.924
ELLHNIKO ADC ,77,MASTER,16,9,0.64,7.24,5.64,6.12,ADC,7.56,201.76,12567.04,3,13.92,0,553.76,165264.84,473628,26.316666666666663,14.488
Geralt,142,MASTER,17,8,0.68,6.88,4.56,8.12,ADC,5.04,200.36,12040.52,2,18.28,0,665.64,147463.64,425917,25.81733333333333,12.194
hmyok,1094,MASTER,15,10,0.6,2.68,4.88,12.36,SUPPORT,0.2,28.88,8237.2,1,83.92,0,618.28,30400.04,415171,26.788666666666664,20.09466666666667
MoeSakr,856,MASTER,18,7,0.72,5.56,4.04,5.04,TOP,4.4,182.32,11316.96,3,16.2,0,646.08,128948.8,631776,25.404,7.72
Quatteri,297,MASTER,18,7,0.72,3.16,3.0,8.48,TOP,0.32,87.56,8299.0,2,32.16,0,572.12,53637.68,351488,23.888,7.679333333333333
Magic,81,MASTER,19,6,0.76,9.24,6.24,5.84,MIDDLE,3.76,187.36,12368.04,2,15.24,0,562.52,147486.12,659614,26.136000000000003,9.233333333333333
Merlhin,522,MASTER,18,7,0.72,8.2,7.32,7.68,ADC,15.16,194.24,13208.76,3,18.08,0,449.0,175038.72,503326,26.95733333333333,8.655333333333335
Hollywood Matze,214,MASTER,18,7,0.72,9.36,4.36,8.24,JUNGLE,107.28,76.0,12794.88,2,22.48,0,644.96,205609.64,713400,26.215333333333334,6.86
cadianNN,494,MASTER,16,9,0.64,6.44,4.56,5.8,TOP,4.08,190.96,11586.4,2,23.32,0,647.84,137809.24,586785,25.470666666666663,16.029999999999998
Jowiszjaaa,90,MASTER,16,9,0.64,9.96,5.6,4.96,MIDDLE,1.16,175.72,12389.36,1,13.8,0,423.8,133043.64,534757,26.340666666666667,14.094
ZacoiPT13,316,MASTER,17,8,0.68,4.08,4.92,14.48,JUNGLE,142.96,27.56,10951.44,2,27.84,2,603.12,215131.08,909618,29.002666666666663,13.71
Blade40,1300,MASTER,16,9,0.64,2.6,5.12,16.52,SUPPORT,0.84,34.0,9013.56,2,74.76,0,561.24,38473.56,479926,27.184,13.201333333333334
lec reject1,770,MASTER,19,6,0.76,7.84,3.76,9.48,JUNGLE,156.84,41.44,12799.48,2,30.44,2,673.92,256749.76,757537,27.81,16.041333333333334
XyIIow,509,MASTER,17,8,0.68,10.56,7.52,7.88,JUNGLE,114.24,35.28,11997.4,1,14.76,2,403.68,186754.36,955536,24.608,9.889333333333331
avarice61,684,MASTER,16,9,0.64,9.56,4.8,10.52,ADC,9.2,206.8,14461.36,3,19.2,0,564.44,176829.0,500511,28.162666666666667,15.187333333333331
On3Sh0t Fanboy,81,MASTER,18,7,0.72,9.2,7.44,6.28,MIDDLE,60.92,164.08,14288.08,2,16.84,0,496.28,221873.6,729660,29.066666666666663,13.324000000000002
reoace,670,MASTER,17,8,0.68,2.72,5.24,14.84,SUPPORT,0.64,72.08,8960.64,3,42.24,0,522.68,48612.8,436079,24.923333333333336,14.888666666666667
